Key,Reviewed By,Human Key,Year,Author,Title,Publication Title,DOI,lat_min,lat_max,lon_min,lon_max,Area,Country,Geographic Notes,Data Type,Type of Study,Category,Relevant,Study Description,Scientific Notes,Notes of technical interest,DatasetKey,Dataset Number,Type,Archive Location,Freely Available?,Archive Name,"Survey Name, Program/mission, Company",Link archive,Acquisition Start Year,Acquisition End Year,Camera Calibration,Flight Height [m],Height reference,GSD [m],Scale,Scanner resolution,Scanner resolution units,No. Images,Satellite type,Camera type,Original Media,Dataset Notes,new.accuracy,Method,Software,Version,GCPs,Fiducial Marks,Pre-processing,Simplified Pre-processing Note,Geometric Pre-processing,Radiometric Pre-processing,geometric_radiometric_both,Pre-processing Note,Workflow Note,Related paper,Output,Orthophoto resolution [m],DEM resolution [m],Output Notes,Accuracy Key,Ground control source XY,Ground control source Z,Ground control source group,Ground control accuracy [m] X,Ground control accuracy [m] Y,Ground control accuracy [m] Z,Ground control accuracy [m] XY,Ground control accuracy [m] XYZ,Ground control accuracy [m] avg,No. GCPs,No. GCPs simplified,Residuals to GCPs [m] X,Residuals to GCPs [m] Y,Residuals to GCPs [m] Z,Residuals to GCPs [m] XY,Residuals to GCPs [m] XYZ,Residuals to GCPs [m] avg,No. CPs,Residuals to CPs [m] X,Residuals to CPs [m] Y,Residuals to CPs [m] Z,Residuals to CPs [m] XY,Residuals to CPs [m] XYZ,Residuals to CPs [m] avg,Comparison data,Comparison data simplified,Source comparison data,Comparison source group,Accuracy comparison data [m] X,Accuracy comparison data [m] Y,Accuracy comparison data [m] Z,Accuracy comparison data [m] XY,Accuracy comparison data [m] XYZ,Accuracy comparison [m] avg,Residuals to comparison [m] X,Residuals to comparison [m] Y,Residuals to comparison [m] Z,Residuals to comparison [m] XY,Residuals to comparison [m] XYZ,Residuals to comparison [m] avg,Comparison Metric,Post-Processing,Notes,Accuracy comparison data [m] avg
VESQKNFP,Livia,"Michałowska and Głowienka 2022, Remote Sensing (VESQKNFP)",2022,Michałowska and Głowienka,Multi-Temporal Analysis of Changes of the Southern Part of the Baltic Sea Coast Using Aerial Remote Sensing Data,Remote Sensing,10.3390/rs14051212,54.567,54.862,16.885,18.294,60.0,Poland,coastal zone of the Baltic Sea,Aerial,Application,Geomorphology,yes,coastal geomorphology from multi-temporal aerial photographs,NA,NA,VESQKNFP.3,3.0,Aerial,NA,unclear,NA,NA,NA,1975.0,1975.0,computed,NA,NA,NA,1:29500,14.0,μm,24.0,NA,Wild RC5/8,NA,NA,yes,Photogrammetric,NA,NA,yes,not specified,yes,smoothing and denoise,NA,denoise,NA,NA,NA,NA,3D (point cloud/DEM),0.5,NA,NA,VESQKNFP.3.1,Topographic maps,GPS Survey,point-based,NA,NA,NA,NA,NA,NA,61,61.0,0.36,0.31,0.43,NA,NA,0.641,NA,NA,NA,NA,NA,NA,NA,GCPs,GCPs,NA,point-based,NA,NA,NA,NA,NA,NA,0.36,0.31,0.43,NA,NA,0.641,RMSE,NA,NA,NA
VESQKNFP,Livia,"Michałowska and Głowienka 2022, Remote Sensing (VESQKNFP)",2022,Michałowska and Głowienka,Multi-Temporal Analysis of Changes of the Southern Part of the Baltic Sea Coast Using Aerial Remote Sensing Data,Remote Sensing,10.3390/rs14051212,54.567,54.862,16.885,18.294,60.0,Poland,coastal zone of the Baltic Sea,Aerial,Application,Geomorphology,yes,coastal geomorphology from multi-temporal aerial photographs,NA,NA,VESQKNFP.2,2.0,Aerial,NA,unclear,NA,NA,NA,1964.0,1964.0,computed,NA,NA,NA,1:23000,14.0,μm,36.0,NA,Wild RC8,NA,NA,yes,Photogrammetric,NA,NA,yes,not specified,yes,smoothing and denoise,NA,denoise,NA,NA,NA,NA,3D (point cloud/DEM),0.5,NA,NA,VESQKNFP.2.1,Topographic maps,GPS Survey,point-based,NA,NA,NA,NA,NA,NA,59,59.0,0.45,0.44,0.31,NA,NA,0.702,NA,NA,NA,NA,NA,NA,NA,GCPs,GCPs,NA,point-based,NA,NA,NA,NA,NA,NA,0.45,0.44,0.31,NA,NA,0.702,RMSE,NA,NA,NA
VESQKNFP,Livia,"Michałowska and Głowienka 2022, Remote Sensing (VESQKNFP)",2022,Michałowska and Głowienka,Multi-Temporal Analysis of Changes of the Southern Part of the Baltic Sea Coast Using Aerial Remote Sensing Data,Remote Sensing,10.3390/rs14051212,54.567,54.862,16.885,18.294,60.0,Poland,coastal zone of the Baltic Sea,Aerial,Application,Geomorphology,yes,coastal geomorphology from multi-temporal aerial photographs,NA,NA,VESQKNFP.1,1.0,Aerial,NA,unclear,NA,NA,NA,1951.0,1951.0,computed,NA,NA,NA,1:25000,14.0,μm,52.0,NA,Wild RC5,NA,NA,yes,Photogrammetric,NA,NA,yes,not specified,yes,smoothing and denoise,NA,denoise,NA,NA,NA,NA,3D (point cloud/DEM),0.5,NA,NA,VESQKNFP.1.1,Topographic maps,GPS Survey,point-based,NA,NA,NA,NA,NA,NA,45,45.0,0.36,0.46,0.46,NA,NA,0.744,NA,NA,NA,NA,NA,NA,NA,GCPs,GCPs,NA,point-based,NA,NA,NA,NA,NA,NA,0.36,0.46,0.46,NA,NA,0.744,RMSE,NA,NA,NA
D54J7ZC4,Anette,"Micheletti et al. 2015, The Photogrammetric Record (D54J7ZC4)",2015,Micheletti et al.,Application of archival aerial photogrammetry to quantify climate forcing of alpine landscapes,The Photogrammetric Record,10.1111/phor.12099,46.009775,46.067283,7.486201,7.529575,60.0,Switzerland,"Arolla, Héréns Valley, Switzerland",Aerial,Processing,Geomorphology,yes,"Aerial photographs, 8 dates (1967-2012), to detect Alpine landscape changes in the Héréns Valley (CH)",NA,NA,D54J7ZC4.7,7.0,Aerial,Switzerland,unclear,Swisstopo (Swiss Federal Office of Topography),NA,NA,1999.0,1999.0,given,6000.0,NA,NA,"1:26000, 1:28000",14.0,μm,NA,NA,NA,NA,"flying height between 5000-7000 m but not specifically indicated for each campaign, no info on GSD and nbr images",yes,Photogrammetric,ERDAS Imagine: Leica Photogrammetry Suite,2010,yes,yes,no,NA,NA,NA,NA,NA,NA,NA,3D (point cloud/DEM),NA,1.0,NA,D54J7ZC4.7.1,dGPS,dGPS,point-based,0.05,0.05,0.05,NA,NA,0.087,169,169.0,0.3,0.31,0.22,NA,NA,0.484,"used, but no info about #",0.38,0.33,0.38,NA,NA,0.631,CPs,CPs,NA,point-based,0.05,0.05,0.05,NA,NA,NA,0.38,0.33,0.38,NA,NA,0.631,RMSE,"Noise filtering, (blunder) DEM gridding (ArcGIS)",NA,0.087
D54J7ZC4,Anette,"Micheletti et al. 2015, The Photogrammetric Record (D54J7ZC4)",2015,Micheletti et al.,Application of archival aerial photogrammetry to quantify climate forcing of alpine landscapes,The Photogrammetric Record,10.1111/phor.12099,46.009775,46.067283,7.486201,7.529575,60.0,Switzerland,"Arolla, Héréns Valley, Switzerland",Aerial,Processing,Geomorphology,yes,"Aerial photographs, 8 dates (1967-2012), to detect Alpine landscape changes in the Héréns Valley (CH)",NA,NA,D54J7ZC4.1,1.0,Aerial,Switzerland,unclear,Swisstopo (Swiss Federal Office of Topography),NA,NA,1967.0,1976.0,given,6000.0,NA,NA,1:15700,14.0,μm,NA,NA,NA,NA,"flying height between 5000-7000 m but not specifically indicated for each campaign, no info on GSD and nbr images",yes,Photogrammetric,ERDAS Imagine: Leica Photogrammetry Suite,2010,yes,yes,no,NA,NA,NA,NA,NA,NA,NA,3D (point cloud/DEM),NA,1.0,NA,D54J7ZC4.1.1,dGPS,dGPS,point-based,0.05,0.05,0.05,NA,NA,0.087,169,169.0,0.46,0.43,0.15,NA,NA,0.647,"used, but no info about #",0.42,0.23,0.26,NA,NA,0.545,CPs,CPs,NA,point-based,0.05,0.05,0.05,NA,NA,NA,0.42,0.23,0.26,NA,NA,0.545,RMSE,"Noise filtering, (blunder) DEM gridding (ArcGIS)",NA,0.087
D54J7ZC4,Anette,"Micheletti et al. 2015, The Photogrammetric Record (D54J7ZC4)",2015,Micheletti et al.,Application of archival aerial photogrammetry to quantify climate forcing of alpine landscapes,The Photogrammetric Record,10.1111/phor.12099,46.009775,46.067283,7.486201,7.529575,60.0,Switzerland,"Arolla, Héréns Valley, Switzerland",Aerial,Processing,Geomorphology,yes,"Aerial photographs, 8 dates (1967-2012), to detect Alpine landscape changes in the Héréns Valley (CH)",NA,NA,D54J7ZC4.2,2.0,Aerial,Switzerland,unclear,Swisstopo (Swiss Federal Office of Topography),NA,NA,1977.0,1977.0,given,6000.0,NA,NA,1:20900,14.0,μm,NA,NA,NA,NA,"flying height between 5000-7000 m but not specifically indicated for each campaign, no info on GSD and nbr images",yes,Photogrammetric,ERDAS Imagine: Leica Photogrammetry Suite,2010,yes,yes,no,NA,NA,NA,NA,NA,NA,NA,3D (point cloud/DEM),NA,1.0,NA,D54J7ZC4.2.1,dGPS,dGPS,point-based,0.05,0.05,0.05,NA,NA,0.087,169,169.0,0.28,0.28,0.14,NA,NA,0.42,"used, but no info about #",0.41,0.07,0.18,NA,NA,0.453,CPs,CPs,NA,point-based,0.05,0.05,0.05,NA,NA,NA,0.41,0.07,0.18,NA,NA,0.453,RMSE,"Noise filtering, (blunder) DEM gridding (ArcGIS)",NA,0.087
D54J7ZC4,Anette,"Micheletti et al. 2015, The Photogrammetric Record (D54J7ZC4)",2015,Micheletti et al.,Application of archival aerial photogrammetry to quantify climate forcing of alpine landscapes,The Photogrammetric Record,10.1111/phor.12099,46.009775,46.067283,7.486201,7.529575,60.0,Switzerland,"Arolla, Héréns Valley, Switzerland",Aerial,Processing,Geomorphology,yes,"Aerial photographs, 8 dates (1967-2012), to detect Alpine landscape changes in the Héréns Valley (CH)",NA,NA,D54J7ZC4.3,3.0,Aerial,Switzerland,unclear,Swisstopo (Swiss Federal Office of Topography),NA,NA,1983.0,1983.0,given,6000.0,NA,NA,1:19000,14.0,μm,NA,NA,NA,NA,"flying height between 5000-7000 m but not specifically indicated for each campaign, no info on GSD and nbr images",yes,Photogrammetric,ERDAS Imagine: Leica Photogrammetry Suite,2010,yes,yes,no,NA,NA,NA,NA,NA,NA,NA,3D (point cloud/DEM),NA,1.0,NA,D54J7ZC4.3.1,dGPS,dGPS,point-based,0.05,0.05,0.05,NA,NA,0.087,169,169.0,0.23,0.29,0.14,NA,NA,0.396,"used, but no info about #",0.15,0.45,0.44,NA,NA,0.647,CPs,CPs,NA,point-based,0.05,0.05,0.05,NA,NA,NA,0.15,0.45,0.44,NA,NA,0.647,RMSE,"Noise filtering, (blunder) DEM gridding (ArcGIS)",NA,0.087
D54J7ZC4,Anette,"Micheletti et al. 2015, The Photogrammetric Record (D54J7ZC4)",2015,Micheletti et al.,Application of archival aerial photogrammetry to quantify climate forcing of alpine landscapes,The Photogrammetric Record,10.1111/phor.12099,46.009775,46.067283,7.486201,7.529575,60.0,Switzerland,"Arolla, Héréns Valley, Switzerland",Aerial,Processing,Geomorphology,yes,"Aerial photographs, 8 dates (1967-2012), to detect Alpine landscape changes in the Héréns Valley (CH)",NA,NA,D54J7ZC4.4,4.0,Aerial,Switzerland,unclear,Swisstopo (Swiss Federal Office of Topography),NA,NA,1983.0,1983.0,given,6000.0,NA,NA,1:20900,14.0,μm,NA,NA,NA,NA,"flying height between 5000-7000 m but not specifically indicated for each campaign, no info on GSD and nbr images",yes,Photogrammetric,ERDAS Imagine: Leica Photogrammetry Suite,2010,yes,yes,no,NA,NA,NA,NA,NA,NA,NA,3D (point cloud/DEM),NA,1.0,NA,D54J7ZC4.4.1,dGPS,dGPS,point-based,0.05,0.05,0.05,NA,NA,0.087,169,169.0,0.3,0.27,0.1,NA,NA,0.416,"used, but no info about #",0.45,0.15,0.43,NA,NA,0.64,CPs,CPs,NA,point-based,0.05,0.05,0.05,NA,NA,NA,0.45,0.15,0.43,NA,NA,0.64,RMSE,"Noise filtering, (blunder) DEM gridding (ArcGIS)",NA,0.087
D54J7ZC4,Anette,"Micheletti et al. 2015, The Photogrammetric Record (D54J7ZC4)",2015,Micheletti et al.,Application of archival aerial photogrammetry to quantify climate forcing of alpine landscapes,The Photogrammetric Record,10.1111/phor.12099,46.009775,46.067283,7.486201,7.529575,60.0,Switzerland,"Arolla, Héréns Valley, Switzerland",Aerial,Processing,Geomorphology,yes,"Aerial photographs, 8 dates (1967-2012), to detect Alpine landscape changes in the Héréns Valley (CH)",NA,NA,D54J7ZC4.5,5.0,Aerial,Switzerland,unclear,Swisstopo (Swiss Federal Office of Topography),NA,NA,1988.0,1988.0,given,6000.0,NA,NA,"1:20900, 1:23500",14.0,μm,NA,NA,NA,NA,"flying height between 5000-7000 m but not specifically indicated for each campaign, no info on GSD and nbr images",yes,Photogrammetric,ERDAS Imagine: Leica Photogrammetry Suite,2010,yes,yes,no,NA,NA,NA,NA,NA,NA,NA,3D (point cloud/DEM),NA,1.0,NA,D54J7ZC4.5.1,dGPS,dGPS,point-based,0.05,0.05,0.05,NA,NA,0.087,169,169.0,0.41,0.45,0.26,NA,NA,0.662,"used, but no info about #",0.36,0.3,0.45,NA,NA,0.65,CPs,CPs,NA,point-based,0.05,0.05,0.05,NA,NA,NA,0.36,0.3,0.45,NA,NA,0.65,RMSE,"Noise filtering, (blunder) DEM gridding (ArcGIS)",NA,0.087
D54J7ZC4,Anette,"Micheletti et al. 2015, The Photogrammetric Record (D54J7ZC4)",2015,Micheletti et al.,Application of archival aerial photogrammetry to quantify climate forcing of alpine landscapes,The Photogrammetric Record,10.1111/phor.12099,46.009775,46.067283,7.486201,7.529575,60.0,Switzerland,"Arolla, Héréns Valley, Switzerland",Aerial,Processing,Geomorphology,yes,"Aerial photographs, 8 dates (1967-2012), to detect Alpine landscape changes in the Héréns Valley (CH)",NA,NA,D54J7ZC4.8,8.0,Aerial,Switzerland,unclear,Swisstopo (Swiss Federal Office of Topography),NA,NA,2005.0,2005.0,given,6000.0,NA,NA,"1:24600, 1:24800",14.0,μm,NA,NA,NA,NA,"flying height between 5000-7000 m but not specifically indicated for each campaign, no info on GSD and nbr images",yes,Photogrammetric,ERDAS Imagine: Leica Photogrammetry Suite,2010,yes,yes,no,NA,NA,NA,NA,NA,NA,NA,3D (point cloud/DEM),NA,1.0,NA,D54J7ZC4.8.1,dGPS,dGPS,point-based,0.05,0.05,0.05,NA,NA,0.087,169,169.0,0.22,0.28,0.17,NA,NA,0.395,"used, but no info about #",0.25,0.27,0.38,NA,NA,0.529,CPs,CPs,NA,point-based,0.05,0.05,0.05,NA,NA,NA,0.25,0.27,0.38,NA,NA,0.529,RMSE,"Noise filtering, (blunder) DEM gridding (ArcGIS)",NA,0.087
D54J7ZC4,Anette,"Micheletti et al. 2015, The Photogrammetric Record (D54J7ZC4)",2015,Micheletti et al.,Application of archival aerial photogrammetry to quantify climate forcing of alpine landscapes,The Photogrammetric Record,10.1111/phor.12099,46.009775,46.067283,7.486201,7.529575,60.0,Switzerland,"Arolla, Héréns Valley, Switzerland",Aerial,Processing,Geomorphology,yes,"Aerial photographs, 8 dates (1967-2012), to detect Alpine landscape changes in the Héréns Valley (CH)",NA,NA,D54J7ZC4.6,6.0,Aerial,Switzerland,unclear,Swisstopo (Swiss Federal Office of Topography),NA,NA,1995.0,1995.0,given,6000.0,NA,NA,1:26800,14.0,μm,NA,NA,NA,NA,"flying height between 5000-7000 m but not specifically indicated for each campaign, no info on GSD and nbr images",yes,Photogrammetric,ERDAS Imagine: Leica Photogrammetry Suite,2010,yes,yes,no,NA,NA,NA,NA,NA,NA,NA,3D (point cloud/DEM),NA,1.0,NA,D54J7ZC4.6.1,dGPS,dGPS,point-based,0.05,0.05,0.05,NA,NA,0.087,169,169.0,0.29,0.37,0.19,NA,NA,0.507,"used, but no info about #",0.09,0.29,0.56,NA,NA,0.637,CPs,CPs,NA,point-based,0.05,0.05,0.05,NA,NA,NA,0.09,0.29,0.56,NA,NA,0.637,RMSE,"Noise filtering, (blunder) DEM gridding (ArcGIS)",NA,0.087
4FQSHSBF,Anette,"Midgley and Tonkin 2017, Geomorphology (4FQSHSBF)",2017,Midgley and Tonkin,Reconstruction of former glacier surface topography from archive oblique aerial images,Geomorphology,10.1016/j.geomorph.2017.01.008,78.89,78.92,11.57,11.74,100.0,Svalbard,"Brøggerhalvøya, northwest Spitsbergen glaciers Midtre and Austre Lovénbreen",Aerial,Application,Glaciology,yes,glacier surface topography reconstructed with oblique historical aerial images,NA,NA,4FQSHSBF.1,1.0,Aerial,Norway,unclear,NPI (Norwegian Polar Institute),NA,NA,1936.0,1936.0,not specified,3000.0,NA,NA,NA,1841.0,dpi,3.0,NA,Zeiss RMK P21/18,NA,GSD ranges between 0.42-1.77 m due to oblique view,yes,SfM+MVS,Agisoft Photoscan Professional,1.2.3,yes,no,no,NA,NA,NA,NA,consideration of oblique aerial imagery,standard agisoft workflow,NA,3D (point cloud/DEM),NA,NA,NA,4FQSHSBF.1.1,Lidar DEM,Lidar DEM,area-based,NA,NA,NA,NA,0.2,0.2,7,7.0,NA,NA,NA,NA,4.5,4.5,NA,NA,NA,NA,NA,NA,NA,LIDAR DEM,ALS-DEM,NA,area-based,NA,NA,NA,NA,0.2,NA,NA,NA,8.5,NA,NA,14.722,RMSE,NA,NA,0.2
KTXXTV3Y,Amaury,"Mihai et al. 2016, Procedia Environmental Sciences (KTXXTV3Y)",2016,Mihai et al.,High Resolution Landscape Change Analysis with CORONA KH-4B Imagery. A Case Study from Iron Gates Reservoir Area,Procedia Environmental Sciences,10.1016/j.proenv.2016.03.025,44.6,44.75,22.3,22.53,NA,Romania,"Iron Gates Reservoir, Romania/Serbia",Satellite,Application,Geomorphology,yes,landscape changes from Corona images,NA,NA,KTXXTV3Y.1,1.0,Satellite,USA,yes,USGS (United States Geological Survey),NA,NA,1968.0,1968.0,partial,156000.0,absolute,2,NA,7.0,μm,4.0,Corona (KH-4B),NA,NA,NA,yes,Photogrammetric,ERDAS Imagine: Leica Photogrammetry Suite,NA,yes,yes,no,NA,NA,NA,NA,NA,Standard photogrammetric with GCPs,NA,3D (point cloud/DEM),2.0,NA,NA,KTXXTV3Y.1.1,"Orthophotos, TopoMaps",TopoMaps,area-based,NA,NA,NA,NA,NA,NA,30,30.0,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,CPs,CPs,NA,point-based,NA,NA,NA,NA,NA,NA,6.575,6.216,NA,NA,NA,NA,RMSE,"Noise filtering (blunder, manually)",NA,NA
AJAGKBP2,Livia,"Muhammed et al. 2023, Earth System Science Data (AJAGKBP2)",2023,Muhammed et al.,High-resolution digital elevation models and orthomosaics generated from historical aerial photographs (since the 1960s) of the Bale Mountains in Ethiopia,Earth System Science Data,10.5194/essd-15-5535-2023,6.34,7.854,39.282,40.077,5730.0,Ethiopia,"Addis Ababa, Oromia region of Ethiopia, Africa",Aerial,Application,Geomorphology,yes,presenting the dataset which can be used for a number of different applications,NA,NA,AJAGKBP2.1,1.0,Aerial,NA,unclear,NA,NA,NA,1965.0,1967.0,given,9448.0,absolute,0.84,NA,20.0,μm,145.0,NA,Fairchild KC-1B,NA,KC-1B,yes,SfM+MVS,Metashape,1.8.0,yes,yes,yes,enhancement,NA,contrast enhancement,NA,enhancement include also down sampling and denoising,NA,NA,3D (point cloud/DEM),0.84,0.84,DEM created in Metashape,AJAGKBP2.1.1,Google Earth,Worldview-1,area-based,NA,NA,NA,NA,NA,NA,49,49.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GPS,GPS,NA,point-based,NA,NA,NA,NA,NA,NA,NA,NA,3.44,NA,NA,5.958,RMSE,NA,509 field-collected GPS points used as validation,NA
AJAGKBP2,Livia,"Muhammed et al. 2023, Earth System Science Data (AJAGKBP2)",2023,Muhammed et al.,High-resolution digital elevation models and orthomosaics generated from historical aerial photographs (since the 1960s) of the Bale Mountains in Ethiopia,Earth System Science Data,10.5194/essd-15-5535-2023,6.34,7.854,39.282,40.077,5730.0,Ethiopia,"Addis Ababa, Oromia region of Ethiopia, Africa",Aerial,Application,Geomorphology,yes,presenting the dataset which can be used for a number of different applications,NA,NA,AJAGKBP2.2,2.0,Aerial,NA,unclear,NA,NA,NA,1984.0,1984.0,given,7600.0,absolute,0.98,NA,20.0,μm,153.0,NA,Wild RC10,NA,NA,yes,SfM+MVS,Metashape,1.8.1,yes,yes,yes,enhancement,NA,contrast enhancement,NA,enhancement include also down sampling and denoising,NA,NA,3D (point cloud/DEM),0.98,0.98,DEM created in Metashape,AJAGKBP2.2.1,Google Earth,Worldview-2,area-based,NA,NA,NA,NA,NA,NA,27,27.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GPS,GPS,NA,point-based,NA,NA,NA,NA,NA,NA,NA,NA,3.55,NA,NA,6.149,RMSE,NA,509 field-collected GPS points used as validation,NA
GD7U5PGI,Livia,"Munteanu et al. 2020, Proceedings of the Royal Society B: Biological Sciences (GD7U5PGI)",2020,Munteanu et al.,Cold War spy satellite images reveal long-term declines of a philopatric keystone species in response to cropland expansion,Proceedings of the Royal Society B: Biological Sciences,10.1098/rspb.2019.2897,49.7,52.21,64.06,72.05,60000.0,Kazakhstan,northern Kazakhstan,Satellite,Application,Ecology,yes,Detetc Marmot burrows and their spatial distribution using orthorectify corona images processed with agisoft,NA,NA,GD7U5PGI.1,1.0,Satellite,USA,yes,USGS (United States Geological Survey),NA,NA,1968.0,1968.0,not specified,NA,NA,2.4,NA,NA,NA,24.0,Corona (no details),NA,NA,"Coronamissions, stereographic image strips covering each 17 × 230 km",yes,SfM+MVS,Agisoft,NA,not specified,not specified,not specified,NA,NA,NA,NA,NA,rectified the Corona images using SfM,"Nita et al. 2018, Remote Sensing of Environment (69M5DZSF)",2D (orthophoto),2.0,NA,NA,GD7U5PGI.1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IFALXNZB,Anette,"Mölg and Bolch 2017, Remote Sensing (IFALXNZB)",2017,Mölg and Bolch,Structure-from-Motion Using Historical Aerial Images to Analyse Changes in Glacier Surface Elevation,Remote Sensing,10.3390/rs9101021,45.96666667,45.96666667,7.56666667,7.68333333,22.0,Switzerland,"Zmuttgletscher, Switzerland",Aerial,Application,Glaciology,yes,SfM compared to aerial photogrammetry with archive aerial imagery to measure glacier height changes,"maybe, merge IFALXNZB and ZMXR5AJX because same data and objective",NA,IFALXNZB.7,7.0,Aerial,Switzerland,no,Swisstopo (Swiss Federal Office of Topography),NA,NA,1995.0,1995.0,given,4200.0,NA,NA,1:11000,14.0,μm,10.0,NA,NA,NA,NA,yes,Photogrammetric,"ERDAS Imagine Photogrammetry, Agisoft Photoscan, Pix4D mapper pro","NA, 1.2.0, 3.0",yes,not specified,no,NA,NA,NA,NA,NA,"GCPs extracted from Swissimage, if sufficient overlap and # of images comparable results to aerial photogrammetry with SfM possible revealing higher resolution (due to higher point cloud density) and less noise for SfM",NA,3D (point cloud/DEM),NA,5.0,edit Mel: given vals DEM res: 1-10 (calculated avg for further processing),IFALXNZB.7.1,Swissimage,Swissimage,area-based,NA,NA,NA,NA,NA,NA,16,16.0,NA,NA,NA,NA,0.44,0.44,NA,NA,NA,NA,NA,NA,NA,"AerialImg (2m), DEM (SwissAlti3D, 0.5/2m, 2010)","Imgs, ALS-DEM",NA,area-based,NA,NA,NA,NA,NA,NA,NA,NA,3.33,NA,NA,5.768,Standard Deviation,"Coregistration (following Nuth & Kääb, 2011)",NA,NA
IFALXNZB,Anette,"Mölg and Bolch 2017, Remote Sensing (IFALXNZB)",2017,Mölg and Bolch,Structure-from-Motion Using Historical Aerial Images to Analyse Changes in Glacier Surface Elevation,Remote Sensing,10.3390/rs9101021,45.96666667,45.96666667,7.56666667,7.68333333,22.0,Switzerland,"Zmuttgletscher, Switzerland",Aerial,Application,Glaciology,yes,SfM compared to aerial photogrammetry with archive aerial imagery to measure glacier height changes,"maybe, merge IFALXNZB and ZMXR5AJX because same data and objective",NA,IFALXNZB.4,4.0,Aerial,Switzerland,no,Swisstopo (Swiss Federal Office of Topography),NA,NA,1977.0,1977.0,given,5150.0,NA,NA,"1:11000, 1:22000",14.0,μm,6.0,NA,NA,NA,"flying height between 4100-6200 m but not specifically indicated for each campaign, nbr images 14 and 6",yes,Photogrammetric,"ERDAS Imagine Photogrammetry, Agisoft Photoscan, Pix4D mapper pro","NA, 1.2.0, 3.0",yes,not specified,no,NA,NA,NA,NA,NA,"GCPs extracted from Swissimage, if sufficient overlap and # of images comparable results to aerial photogrammetry with SfM possible revealing higher resolution (due to higher point cloud density) and less noise for SfM",NA,3D (point cloud/DEM),NA,5.0,edit Mel: given vals DEM res: 1-10 (calculated avg for further processing),IFALXNZB.4.1,Swissimage,Swissimage,area-based,NA,NA,NA,NA,NA,NA,9,9.0,NA,NA,NA,NA,0.31,0.31,NA,NA,NA,NA,NA,NA,NA,"AerialImg (2m), DEM (SwissAlti3D, 0.5/2m, 2010)","Imgs, ALS-DEM",NA,area-based,NA,NA,NA,NA,NA,NA,NA,NA,1.69,NA,NA,2.927,Standard Deviation,"Coregistration (following Nuth & Kääb, 2011)",NA,NA
IFALXNZB,Anette,"Mölg and Bolch 2017, Remote Sensing (IFALXNZB)",2017,Mölg and Bolch,Structure-from-Motion Using Historical Aerial Images to Analyse Changes in Glacier Surface Elevation,Remote Sensing,10.3390/rs9101021,45.96666667,45.96666667,7.56666667,7.68333333,22.0,Switzerland,"Zmuttgletscher, Switzerland",Aerial,Application,Glaciology,yes,SfM compared to aerial photogrammetry with archive aerial imagery to measure glacier height changes,"maybe, merge IFALXNZB and ZMXR5AJX because same data and objective",NA,IFALXNZB.3,3.0,Aerial,Switzerland,no,Swisstopo (Swiss Federal Office of Topography),NA,NA,1977.0,1977.0,given,5150.0,NA,NA,"1:11000, 1:22000",14.0,μm,14.0,NA,NA,NA,"flying height between 4100-6200 m but not specifically indicated for each campaign, nbr images 14 and 6",yes,Photogrammetric,"ERDAS Imagine Photogrammetry, Agisoft Photoscan, Pix4D mapper pro","NA, 1.2.0, 3.0",yes,not specified,no,NA,NA,NA,NA,NA,"GCPs extracted from Swissimage, if sufficient overlap and # of images comparable results to aerial photogrammetry with SfM possible revealing higher resolution (due to higher point cloud density) and less noise for SfM",NA,3D (point cloud/DEM),NA,5.0,edit Mel: given vals DEM res: 1-10 (calculated avg for further processing),IFALXNZB.3.3,Swissimage,Swissimage,area-based,NA,NA,NA,NA,NA,NA,17,17.0,NA,NA,NA,NA,1.14,1.14,NA,NA,NA,NA,NA,NA,NA,"AerialImg (2m), DEM (SwissAlti3D, 0.5/2m, 2010)","Imgs, ALS-DEM",NA,area-based,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,1.732,Standard Deviation,"Coregistration (following Nuth & Kääb, 2011)",NA,NA
